Ritz wavelength (nm),Fe I (4.4e-02),Fe II (9.5e-01),Fe III (2.2e-03)
341.0169,1.227e+2,,
341.313213,3.709e+2,,
341.784044,1.935e+2,,
341.8507,1.590e+2,,
342.265573,1.115e+2,,
342.428418,1.912e+2,,
342.501,1.279e+2,,
342.662792,9.684e+1,,
342.66657,6.723e+1,,
342.71193,7.719e+2,,
342.819254,1.425e+2,,
344.060547,1.820e+3,,
344.098835,8.958e+2,,
344.387624,3.323e+2,,
344.514901,2.779e+2,,
345.032799,1.168e+2,,
345.191434,9.417e+1,,
345.99141,4.943e+1,,
346.586035,4.992e+2,,
346.9012,4.455e+1,,
347.544997,7.044e+2,,
347.63442,8.129e+1,,
347.670157,2.400e+2,,
348.96673,8.141e+1,,
349.057352,6.536e+2,,
349.528625,8.243e+1,,
349.710322,1.155e+2,,
349.784032,2.225e+2,,
350.84739,5.824e+1,,
351.381746,2.597e+2,,
352.126097,3.657e+2,,
352.604056,1.214e+2,,
352.616556,1.845e+2,,
352.623782,1.446e+2,,
352.638112,2.734e+2,,
352.646707,1.097e+2,,
352.667458,2.462e+2,,
352.779254,1.876e+2,,
352.98196,2.170e+2,,
353.038663,6.076e+1,,
353.30064,2.385e+2,,
353.319818,3.862e+2,,
353.655599,6.586e+2,,
353.789469,8.698e+1,,
354.012088,8.178e+1,,
354.108318,9.259e+2,,
354.207525,8.220e+2,,
354.36751,4.442e+1,,
354.563971,1.804e+2,,
354.71937,4.005e+1,,
355.282821,8.359e+1,,
355.37382,4.696e+2,,
355.492419,1.829e+3,,
355.687773,4.458e+2,,
355.851482,7.888e+2,,
355.95033,5.248e+1,,
356.069691,4.428e+1,,
356.537873,2.555e+3,,
356.703117,5.688e+1,,
356.882273,4.053e+1,,
357.009748,5.163e+3,,
357.199499,3.249e+2,,
357.339362,4.709e+1,,
357.388852,2.570e+2,,
357.524502,6.856e+1,,
357.53696,1.304e+2,,
357.675803,5.266e+1,,
358.11928,9.839e+3,,
358.21995,1.781e+2,,
358.46592,4.307e+2,,
358.478629,7.810e+1,,
358.49574,4.065e+2,,
358.531869,5.525e+2,,
358.570513,2.379e+2,,
358.61135,5.340e+2,,
358.698438,5.432e+2,,
358.723885,6.982e+1,,
358.860886,1.359e+2,,
358.891728,6.419e+1,,
358.945168,8.485e+1,,
359.463208,2.897e+2,,
359.96249,1.049e+2,,
360.2462,7.271e+1,,
360.252548,1.080e+2,,
360.320302,3.452e+2,,
360.54525,4.916e+2,,
360.550035,2.522e+2,,
360.6679,1.310e+3,,
360.814151,7.106e+1,,
360.885895,2.660e+3,,
361.015895,8.331e+2,,
361.206836,1.533e+2,,
361.778596,4.406e+2,,
361.838582,9.485e+1,,
361.87675,3.410e+3,,
362.14605,5.826e+2,,
362.17188,4.921e+1,,
362.200323,4.154e+2,,
362.31859,1.431e+2,,
362.514143,7.888e+1,,
363.034738,7.721e+1,,
363.109689,2.557e+2,,
363.146292,3.280e+3,,
363.20384,2.873e+2,,
363.432842,7.161e+1,,
363.62236,8.194e+1,,
363.82962,2.490e+2,,
364.03881,4.758e+2,,
364.582,1.213e+2,,
364.74237,8.769e+1,,
364.784225,2.393e+3,,
364.950594,4.488e+2,,
365.002947,1.476e+2,,
365.02787,1.111e+2,,
365.146668,6.227e+2,,
365.546479,6.533e+1,,
365.951641,9.213e+1,,
366.70252,,3.952e+0,
366.725284,6.969e+1,,
366.952079,2.039e+2,,
367.00884,9.343e+1,,
367.73056,8.822e+1,,
367.76277,3.696e+2,,
367.991309,2.387e+2,,
368.22445,4.164e+2,,
368.410722,2.623e+2,,
368.41374,4.622e+1,,
368.599687,3.755e+2,,
368.745628,5.903e+2,,
368.765787,8.406e+1,,
368.846062,4.928e+1,,
368.945775,3.414e+2,,
369.07268,1.792e+2,,
369.400589,5.452e+2,,
369.505245,2.650e+2,,
369.742522,1.323e+2,,
370.108586,5.587e+2,,
370.369071,7.209e+1,,
370.446079,1.701e+2,,
370.556548,4.199e+2,,
370.791945,3.715e+2,,
370.924612,8.637e+2,,
371.140799,5.868e+1,,
371.644188,2.566e+2,,
371.993444,3.552e+3,,
372.150232,9.275e+1,,
372.256272,4.550e+2,,
372.437686,1.492e+2,,
372.69261,2.196e+2,,
372.709201,1.270e+2,,
372.761872,8.622e+2,,
372.780888,9.562e+1,,
373.038621,1.023e+2,,
373.23961,3.010e+2,,
373.331716,3.512e+2,,
373.486354,8.480e+3,,
373.532365,2.596e+2,,
373.713125,2.439e+3,,
373.83049,3.453e+2,,
374.023905,9.193e+1,,
374.261655,6.533e+1,,
374.336183,5.898e+2,,
374.34677,3.801e+2,,
374.410236,9.278e+1,,
374.556086,1.504e+3,,
374.58991,3.968e+2,,
374.692683,1.661e+2,,
374.826189,8.376e+2,,
374.896457,1.760e+2,,
374.948483,5.630e+3,,
375.361052,1.422e+2,,
375.69371,1.399e+2,,
375.823267,3.510e+3,,
376.00494,1.251e+2,,
376.378864,2.094e+3,,
376.55384,1.163e+3,,
376.71915,1.449e+3,,
377.850889,4.754e+1,,
378.618693,8.091e+1,,
378.787991,4.965e+2,,
379.500205,6.367e+2,,
379.75145,4.980e+2,,
379.851096,3.040e+2,,
379.954711,5.394e+2,,
380.5342,7.484e+2,,
380.62165,5.301e+1,,
380.66953,3.922e+2,,
381.296424,3.280e+2,,
381.38834,4.160e+1,,
381.58397,3.849e+3,,
381.763905,6.567e+1,,
382.042491,5.532e+3,,
382.11774,5.976e+2,,
382.444329,4.325e+2,,
382.588058,3.660e+3,,
382.78222,2.422e+3,,
383.422219,1.908e+3,,
383.633025,1.337e+2,,
383.92558,2.221e+2,,
384.04372,1.159e+3,,
384.10475,1.809e+3,,
384.32565,2.729e+2,,
384.64092,9.437e+1,,
384.68001,3.738e+2,,
384.996631,4.910e+2,,
385.637115,4.941e+2,,
385.921236,1.620e+2,,
385.991106,1.961e+3,,
386.552292,3.823e+2,,
386.721579,1.750e+2,,
387.1748,7.633e+1,,
387.250102,4.433e+2,,
387.376015,1.181e+2,,
387.801779,4.733e+2,,
387.857282,3.874e+2,,
387.87262,1.385e+2,,
388.327981,7.954e+1,,
388.628183,8.084e+2,,
388.704779,2.920e+2,,
388.851317,5.766e+2,,
388.882145,6.594e+1,,
389.19264,6.173e+1,,
389.338988,1.333e+2,,
389.565597,1.948e+2,,
389.78893,1.267e+2,,
389.970707,2.747e+2,,
390.294512,7.354e+2,,
390.38977,8.029e+1,,
390.647918,5.225e+1,,
391.67305,1.001e+2,,
391.864151,9.455e+1,,
392.025748,1.633e+2,,
392.291129,2.186e+2,,
392.791947,2.769e+2,,
393.02964,3.041e+2,,
393.581244,8.036e+1,,
394.80971,1.115e+2,,
394.87747,1.725e+2,,
395.11632,1.967e+2,,
395.432,,,4.394e-6
395.4375,,,1.133e-6
395.645488,1.850e+2,,
395.66763,2.613e+2,,
395.701788,1.086e+2,,
396.31003,6.880e+1,,
396.742064,9.615e+1,,
396.8711,,,2.248e-6
396.925691,8.806e+2,,
396.9498,,,1.398e-6
397.113,,,4.305e-8
397.661301,4.875e+1,,
397.8402,,,8.360e-7
397.9416,,,1.082e-6
399.69635,4.466e+1,,
399.73917,2.276e+2,,
399.9776,,,5.147e-8
399.9887,,,5.643e-8
400.0767,,,7.554e-8
400.3227,,,1.019e-7
400.524148,5.431e+2,,
400.875,,,1.407e-7
401.453083,1.295e+2,,
402.186604,1.248e+2,,
402.472471,7.308e+1,,
403.048821,1.188e+2,,
403.5423,,,1.901e-6
404.389713,6.195e+1,,
404.581193,4.581e+3,,
405.2513,,,3.639e-8
405.3112,,,2.603e-6
406.173,,,4.771e-8
406.359365,2.591e+3,,
406.797774,1.452e+2,,
406.9206,,,1.225e-8
407.173752,2.034e+3,,
407.662889,1.277e+2,,
408.101,,,3.317e-6
408.1507,,,6.035e-8
408.2014,,,3.831e-8
408.2477,,,6.289e-8
408.2759,,,5.829e-8
408.449152,7.471e+1,,
408.530273,6.560e+1,,
408.9941,,,2.906e-8
409.0975,,,3.757e-8
409.2298,,,3.100e-8
409.2627,,,2.973e-8
409.3057,,,4.292e-8
409.3228,,,6.600e-8
409.4336,,,1.495e-8
409.5266,,,5.226e-8
409.5371,,,8.140e-8
409.6556,,,5.963e-8
409.756,,,4.845e-8
409.7587,,,6.313e-8
410.0475,,,5.711e-8
410.5481,,,3.935e-8
410.9128,,,1.461e-8
411.29584,6.009e+1,,
411.8389,,,8.040e-8
411.85443,4.979e+2,,
411.8722,,,7.795e-8
411.8864,,,8.784e-8
411.936,,,5.834e-8
411.9361,,,7.889e-8
411.9852,,,1.138e-7
412.09,,,2.619e-6
412.1338,,,1.735e-7
412.2023,,,4.355e-6
412.2788,,,3.922e-6
412.3006,,,1.692e-8
412.56199,4.426e+1,,
412.6552,,,3.188e-8
413.205785,4.598e+2,,
413.467722,1.435e+2,,
413.699755,1.261e+2,,
413.7128,,,1.407e-7
413.7762,,,7.230e-6
413.9348,,,5.630e-6
414.0482,,,2.139e-6
414.2644,,,2.403e-8
414.341445,3.234e+2,,
414.386752,7.068e+2,,
414.5645,,,1.802e-7
415.389948,1.744e+2,,
415.449849,1.318e+2,,
415.480514,1.499e+2,,
415.4966,,,2.256e-7
415.679861,1.000e+2,,
415.7117,,,4.315e-8
415.777954,1.417e+2,,
415.879208,7.338e+1,,
416.4729,,,1.398e-5
416.4947,,,3.015e-7
416.6841,,,4.296e-6
417.0575,,,4.016e-8
417.4258,,,3.892e-7
417.563572,9.500e+1,,
417.741,,,2.645e-8
417.7856,,,1.777e-8
418.175449,2.755e+2,,
418.4044,,,5.533e-8
418.4168,,,4.460e-8
418.703842,2.682e+2,,
418.779491,2.721e+2,,
418.8905,,,5.978e-8
419.142997,2.011e+2,,
419.394,,,3.153e-8
419.532874,1.268e+2,,
419.5457,,,4.728e-8
419.620852,7.434e+1,,
419.824651,1.328e+2,,
419.830363,1.912e+2,,
419.863389,5.976e+1,,
419.909489,7.495e+2,,
420.202885,4.895e+2,,
420.3836,,,5.399e-8
420.5894,,,3.426e-8
420.9388,,,1.192e-8
421.0681,,,1.433e-7
421.75454,1.176e+2,,
421.93595,3.107e+2,,
422.2271,,,2.150e-6
422.41711,1.192e+2,,
422.54541,1.125e+2,,
422.74264,7.304e+2,,
423.36021,2.308e+2,,
423.59361,4.476e+2,,
423.8619,,,1.526e-6
423.88096,2.177e+2,,
424.0672,,,1.205e-7
424.3414,,,9.044e-8
424.5693,,,6.377e-8
424.6124,,,7.815e-8
424.7425,2.216e+2,,
424.834,,,4.124e-8
425.01188,3.706e+2,,
425.0202,,,9.145e-8
425.07864,4.546e+2,,
425.1473,,,1.017e-7
425.3486,,,7.212e-8
425.6337,,,5.670e-8
425.8826,,,3.792e-8
426.04736,1.212e+3,,
426.1411,,,2.842e-7
426.3383,,,2.653e-8
426.677,,,3.905e-8
427.11531,4.333e+2,,
427.17599,1.741e+3,,
427.34,,,2.911e-7
427.342,,,5.135e-7
428.24026,2.120e+2,,
428.615,,,3.947e-7
428.617,,,8.459e-7
429.41244,1.979e+2,,
429.685,,,1.722e-6
429.9234,3.919e+2,,
430.477,,,2.211e-6
430.79017,2.013e+3,,
431.036,,,2.704e-6
432.57616,2.300e+3,,
437.206,,,6.417e-7
437.215,,,8.919e-7
437.216,,,1.785e-7
437.23,,,2.605e-7
437.232,,,1.225e-6
437.25,,,1.909e-6
437.277,,,2.346e-6
438.35444,4.112e+3,,
438.84066,6.506e+1,,
440.47498,1.745e+3,,
441.51221,5.620e+2,,
443.32183,5.558e+1,,
446.6551,1.722e+2,,
446.93754,1.004e+2,,
452.86136,2.008e+2,,
487.13178,3.044e+2,,
487.21373,1.871e+2,,
489.07549,2.807e+2,,
489.1492,5.514e+2,,
490.814553,,4.826e+0,
491.329562,,1.054e+1,
491.89936,3.205e+2,,
492.05021,8.523e+2,,
494.808717,,5.602e+0,
494.879114,,8.233e+0,
495.158055,,1.498e+1,
495.72979,2.809e+2,,
495.75961,1.282e+3,,
497.70331,,7.987e+0,
498.448536,,1.098e+1,
498.52527,6.759e+1,,
499.05064,,1.414e+1,
500.18631,2.500e+2,,
500.19529,,7.950e+1,
500.41881,,3.085e+1,
500.61184,1.783e+2,,
500.773506,,4.972e+0,
501.49422,1.206e+2,,
501.57519,,8.378e+0,
502.1591,,6.128e+0,
502.22353,6.336e+1,,
502.241819,,7.585e+0,
502.278888,,7.700e+0,
503.063177,,2.565e+1,
503.270361,,1.025e+1,
503.57,,4.085e+1,
504.51064,,9.204e+0,
504.763186,,5.429e+0,
506.170973,,1.812e+1,
506.789012,,7.627e+0,
507.089569,,1.734e+1,
507.47476,1.098e+2,,
507.57597,,1.225e+1,
508.222657,,6.273e+0,
508.92128,,9.418e+0,
509.07727,6.584e+1,,
509.35724,,1.278e+1,
509.72743,,1.805e+1,
510.061173,,1.498e+1,
510.07343,,4.536e+1,
510.61082,,5.207e+0,
511.1066,,,4.326e-7
511.70311,,7.572e+0,
513.73814,6.897e+1,,
513.9462,2.069e+2,,
514.387456,,5.104e+0,
514.43515,,1.626e+1,
514.57306,,5.185e+0,
514.5822,,6.061e+0,
514.946227,,2.933e+1,
515.048129,,6.861e+0,
515.72862,,5.480e+0,
516.655135,,7.356e+0,
516.74879,2.186e+2,,
517.70188,,5.579e+0,
518.03117,,7.135e+0,
518.68671,,5.151e+0,
519.14542,1.709e+2,,
519.23434,2.399e+2,,
519.48864,,6.267e+0,
519.91191,,1.171e+1,
520.07977,,8.050e+0,
520.36342,,6.682e+0,
521.045,,,4.328e-8
521.534741,,8.816e+0,
521.584563,,6.123e+0,
521.68579,,2.355e+1,
521.68587,,3.750e+1,
521.8116,,,8.057e-8
521.884132,,6.009e+0,
522.32559,,5.907e+0,
522.68612,1.697e+2,,
522.71889,1.586e+2,,
522.73171,,1.182e+1,
522.74855,,5.749e+1,
522.857,,,3.772e-8
523.0782,,,4.989e-7
523.278145,,7.300e+0,
523.29398,5.893e+2,,
523.794901,,1.049e+1,
524.3309,,,4.070e-5
524.79558,,2.692e+1,
525.12257,,2.034e+1,
525.36489,,6.049e+0,
525.711889,,1.121e+1,
526.02544,,1.044e+2,
526.4179,,1.560e+1,
526.65543,2.619e+2,,
526.95366,2.571e+2,,
527.00313,,4.954e+0,
527.03561,1.171e+2,,
527.2981,,,1.129e-6
528.23,,,2.070e-5
528.36207,1.493e+2,,
528.4833,,,8.539e-7
529.1661,,2.787e+1,
529.8117,,,6.586e-7
530.61824,,8.519e+0,
530.9922,,,5.021e-7
531.0881,,,4.491e-7
531.62138,,1.869e+1,
531.80546,,4.768e+0,
532.41785,4.065e+2,,
532.80381,1.757e+2,,
533.95943,,2.724e+1,
536.27474,,5.092e+0,
536.29701,,4.904e+0,
536.3744,,,2.411e-7
536.48704,2.541e+2,,
536.62086,,5.004e+0,
536.74654,4.300e+2,,
536.99607,5.567e+2,,
537.14891,1.118e+2,,
537.547,,,3.613e-7
538.3368,7.592e+2,,
538.70629,,2.450e+1,
539.58544,,1.374e+1,
539.71274,5.222e+1,,
540.20573,,2.187e+1,
540.41508,5.083e+2,,
540.57743,6.845e+1,,
541.09092,3.670e+2,,
541.13773,,6.415e+0,
541.51984,7.019e+2,,
542.96962,6.525e+1,,
542.99869,,1.909e+1,
543.45233,3.527e+1,,
544.43868,,4.840e+0,
544.58003,,5.887e+0,
544.69162,5.836e+1,,
545.0095,,5.648e+0,
545.56089,3.799e+1,,
545.77218,,5.064e+0,
546.3275,1.786e+2,,
546.5932,,1.560e+1,
547.58263,,6.600e+0,
547.65642,7.505e+1,,
548.23056,,1.939e+1,
548.76177,,1.401e+1,
549.20786,,8.671e+0,
549.23978,,6.358e+0,
549.38309,,1.439e+1,
550.26696,,4.786e+0,
550.32151,,6.032e+0,
550.61986,,5.646e+1,
550.7071,,6.831e+0,
551.07833,,9.318e+0,
553.20858,,6.200e+0,
554.47582,,1.074e+1,
554.90002,,5.092e+0,
556.96178,1.388e+2,,
557.28421,2.304e+2,,
557.79122,,5.679e+0,
558.67553,3.205e+2,,
558.82208,,1.056e+1,
561.56436,5.209e+2,,
563.39459,4.206e+1,,
564.539,,1.173e+1,
564.88996,,5.145e+0,
566.1402,,,3.187e-7
568.65296,4.928e+1,,
569.564,,,3.702e-8
572.65527,,5.950e+0,
573.3427,,,5.079e-7
574.4192,,,6.875e-7
575.6404,,,9.536e-7
576.29918,6.486e+1,,
578.01279,,1.777e+1,
578.36226,,1.495e+1,
578.44455,,8.849e+0,
579.9943,,,2.076e-7
581.3305,,,3.837e-7
581.8489,,,3.845e-7
582.1375,,,7.949e-8
583.0607,,,1.660e-7
583.3931,,,6.334e-5
583.803,,,1.422e-7
584.8754,,,1.987e-7
584.8775,,,6.143e-7
585.41872,,4.904e+0,
585.4615,,,1.741e-6
586.0965,,,4.533e-7
586.4062,,,3.716e-7
587.6305,,,1.441e-6
588.50144,,1.249e+1,
589.1904,,,4.835e-5
589.8669,,,1.201e-6
590.28231,,1.697e+1,
591.897,,,4.594e-7
591.9882,,,9.731e-7
592.9689,,,3.449e-5
594.0068,,,7.467e-7
594.009,,,5.399e-7
595.3624,,,1.663e-5
595.56976,,1.136e+1,
595.681,,,6.320e-7
596.17055,,3.191e+1,
596.56196,,7.880e+0,
597.842,,,2.308e-7
597.853,,,2.308e-7
598.089,,,2.684e-7
598.107,,,4.226e-7
598.438,,,2.527e-7
598.456,,,6.726e-7
598.893,,,1.679e-7
598.907,,,9.920e-7
599.954,,,2.568e-5
600.0087,,,1.125e-7
601.5279,,,1.610e-7
602.885,,,4.034e-7
603.1021,,,1.555e-7
603.2601,,,3.548e-5
603.267,,,1.140e-7
603.6564,,,1.637e-6
604.292,,,2.681e-7
604.866,,,1.196e-6
605.4173,,,9.022e-7
605.6355,,,6.683e-7
605.7126,,,5.270e-7
605.8447,,,2.150e-7
615.0001,,,6.368e-7
615.4363,,,8.537e-7
616.5499,,,3.982e-7
616.9726,,,1.043e-6
616.975,,,1.264e-6
618.1694,,,8.372e-7
619.4783,,,6.005e-7
620.1366,,,4.984e-7
629.1826,,1.177e+1,
635.71615,,9.221e+0,
637.57965,,5.094e+0,
640,1.829e+2,,
641.99484,5.982e+1,,
642.57292,,4.733e+0,
646.27121,3.504e+1,,
649.1663,,4.814e+0,
649.521,,5.292e+0,
649.69415,,4.219e+0,
653.44714,,5.331e+0,
654.13672,,1.036e+1,
654.38035,,6.766e+0,
654.83912,,8.333e+0,
655.0631,,4.685e+0,
655.45466,,4.470e+0,
656.53802,,1.923e+1,
657.14221,,2.614e+1,
660.00246,,9.472e+0,
662.19744,,5.421e+0,
684.16631,,1.052e+1,
685.78534,,1.603e+1,
686.25167,,1.491e+1,
687.0726,,2.445e+1,
688.23396,,5.448e+0,
690.56515,,2.871e+1,
690.86342,,4.810e+0,
692.20266,,3.730e+1,
692.78768,,1.779e+1,
693.20004,,9.060e+0,
695.26731,,1.089e+1,
698.73956,,6.177e+0,
713.4543,,1.152e+1,
718.73165,1.511e+2,,
731.763,,,3.948e-7
732.01,,,2.636e-7
749.56266,,1.719e+1,
751.10182,2.439e+2,,
751.31762,,3.580e+1,
752.50982,,5.800e+0,
754.86616,,4.287e+0,
770.49366,,1.258e+1,
792.08,,,1.366e-7
792.11,,,1.031e-7
792.14,,,7.573e-8
792.17,,,5.349e-8
792.19,,,3.566e-8
800.446,,,3.549e-8
800.788,,,4.904e-8
801.123,,,6.019e-8
801.469,,,9.101e-8
801.792,,,1.195e-7
822.0377,3.054e+2,,
822.89873,,2.728e+1,
823.544,,,5.063e-7
823.551,,,7.713e-8
823.558,,,6.355e-8
823.673,,,3.052e-7
823.679,,,7.908e-8
823.68,,,9.059e-8
828.78774,,9.688e+1,
831.59847,,6.367e+0,
832.53331,,7.767e+0,
833.32026,,5.382e+0,
833.9271,,6.590e+0,
846.85918,,3.394e+1,
849.01021,,2.397e+1,
849.06913,,1.229e+1,
849.96165,,2.279e+1,
850.9097,,,1.719e-7
851.272,,,1.336e-7
856.3472,,,3.323e-7
859.70356,,3.367e+0,
868.86233,8.239e+1,,
872.24606,,1.052e+1,
874.03012,,2.349e+0,
881.33713,,3.913e+0,
882.77579,,5.244e+0,
883.39718,,5.704e+0,
884.70398,,3.418e+0,
892.66572,,2.217e+1,
907.55379,,1.821e+1,
909.51242,,2.983e+1,
912.2935,,3.086e+1,
913.23854,,3.608e+1,
917.59197,,3.846e+1,
917.80586,,2.839e+1,
917.94921,,2.107e+1,
918.71829,,2.736e+1,
920.31769,,1.903e+1,
920.40953,,6.642e+1,
920.46174,,1.904e+1,
942.84324,,1.998e+1,
943.22415,,4.880e+0,
950.77049,,3.520e+0,
959.10335,,2.569e+0,